time;id;trait_1;trait_2;trait_3;trait_4
"11-Apr-2018 22:01:14";1931;15.78190625;1.1825625;6.05538517881433;0.0549725085910653
"12-Apr-2018 20:45:44";1931;5.7960989010989;0.643428571428572;1.73294852297385;0.0211571906354515
"14-Apr-2018 17:59:23";1931;17.9374026845638;1.10153020134228;6.23869117807862;0.040228903803132
"15-Apr-2018 03:45:21";1931;20.0305212765957;1.42308510638298;5.77772977990293;0.071426875699888
"15-Apr-2018 18:08:26";1931;11.7104196428571;1.18373214285714;3.38505708528416;0.0350790139064475
"16-Apr-2018 00:16:19";1931;15.6508736842105;1.16705263157895;3.8971862782403;0.0551951754385965
"16-Apr-2018 12:24:31";1931;5.87912903225806;0.409354838709677;1.11748907912931;0.0716728110599078
"16-Apr-2018 19:01:13";1931;17.4673333333333;1.08041666666667;9.06252849902378;0.0800452815829528
"17-Apr-2018 18:35:55";1931;5.88719417475728;0.34147572815534;1.34087624820691;0.0190548917102315
"17-Apr-2018 23:58:01";1931;15.4250898876404;0.973528089887641;3.38001585303532;0.0707530480516376
"18-Apr-2018 07:51:08";1931;14.6946990291262;0.945572815533981;5.14642057056334;0.0476652352501867
"18-Apr-2018 18:23:00";1931;11.0335263157895;0.834614035087719;4.64469365447028;0.035058813700919
"19-Apr-2018 00:22:04";1931;9.01433898305085;0.885423728813559;1.88553801418159;0.0529005649717514
"19-Apr-2018 07:22:31";1931;15.7548387096774;0.893741935483871;4.1723472279323;0.0566405856783345
"20-Apr-2018 18:34:39";1931;16.1439140625;0.94878125;4.08642549457215;0.0422389777131783
"20-Apr-2018 23:42:58";1931;29.054902173913;1.02717391304348;10.1306090376766;0.104854604955587
"21-Apr-2018 04:24:41";1931;14.56995;0.92436;4.31708724555492;0.0488154455445545
"21-Apr-2018 13:41:46";1931;27.3320975609756;1.43216260162602;11.1908390585872;0.0737845528455285
"22-Apr-2018 01:35:53";1931;6.9594;0.4526;1.54499449997842;0.0296348765432099
"22-Apr-2018 11:17:21";1931;12.5892926829268;0.784373983739837;2.8578680118681;0.0345785470757933
"23-Apr-2018 10:24:49";1931;27.9265071428571;1.90708571428571;9.87414048174109;0.0665051671732523
"23-Apr-2018 19:10:26";1931;15.995847826087;1.062;5.0438311071344;0.0387387133771244
"24-Apr-2018 00:36:28";1931;19.4561111111111;1.4965;5.71107768827456;0.0604080869860686
"24-Apr-2018 08:24:57";1931;15.5188235294118;0.900218487394958;3.43367252147498;0.0439316526610644
"24-Apr-2018 15:22:36";1931;3.729;0.201357142857143;1.01398766488688;0.0147364145658263
"24-Apr-2018 20:22:01";1931;7.19638461538462;0.533974358974359;1.70439804554597;0.0306695877961701
"25-Apr-2018 10:32:00";1931;18.8459134615385;1.00676923076923;4.03616563062714;0.061020695970696
"25-Apr-2018 19:05:49";1931;9.08693939393939;0.733070707070707;2.02418213338804;0.030609696969697
"26-Apr-2018 00:45:01";1931;23.0251125;1.218175;13.3480699302346;0.095812962962963
"26-Apr-2018 10:10:50";1931;6.70054368932039;0.449747572815534;1.49456632745382;0.0216624346527259
"26-Apr-2018 23:07:28";1931;7.459;0.537076923076923;1.69307903566116;0.0317439143135346
"27-Apr-2018 04:38:05";1931;7.00120212765957;0.469765957446808;1.82330795649011;0.0247930571108623
"27-Apr-2018 11:32:19";1931;21.2591379310345;1.29459770114943;11.9569886331202;0.0809584639498433
"27-Apr-2018 18:21:07";1931;9.65003333333333;0.670355555555555;1.82223822065194;0.0361157509157509
"28-Apr-2018 00:13:49";1931;8.60846739130435;0.429717391304348;2.37030193491604;0.0314675081813932
"28-Apr-2018 05:35:44";1931;11.1532588235294;0.903788235294118;3.33207419790661;0.0435310533515732
"28-Apr-2018 17:29:27";1931;14.9526699029126;0.965961165048544;4.62835202715929;0.0485526512322629
"28-Apr-2018 23:19:30";1931;8.98852747252747;0.773186813186813;2.53414380843037;0.0328294314381271
"29-Apr-2018 05:29:43";1931;12.8474175824176;0.811120879120879;3.51384325906995;0.0469885332059245
"29-Apr-2018 11:58:10";1931;15.7781413043478;0.844086956521739;3.55281095915255;0.0575972417017298
"29-Apr-2018 23:51:42";1931;14.58963;0.63452;5.52660463055849;0.0490441584158416
"30-Apr-2018 11:29:01";1931;23.4525;2.02330555555556;10.2900963864144;0.0542951149425287
"30-Apr-2018 19:45:59";1931;9.64551162790698;0.581813953488372;2.78972803222671;0.0251798449612403
"01-May-2018 02:12:00";1931;6.95848514851485;0.494534653465347;1.77475235976323;0.0231236653077072
"01-May-2018 09:45:39";1931;7.98630337078652;0.483123595505618;2.7367441314499;0.0297450686641698
"01-May-2018 19:06:19";1931;12.6148018867925;0.653547169811321;3.72638238622782;0.039504496561453
"02-May-2018 03:13:37";1931;12.57621875;0.768458333333333;2.89195726501942;0.043629939862543
"02-May-2018 12:46:54";1931;11.39193;0.87992;3.09191665668488;0.0387843564356436
"03-May-2018 06:01:55";1931;5.32106896551724;0.252988505747126;1.08051856008343;0.0203221003134796
"12-Apr-2018 19:45:59";1952;22.684797029703;1.95681188118812;10.9051857764449;0.0373260986197142
"14-Apr-2018 18:44:00";1952;28.1112361809045;1.98776884422111;15.114378738468;0.0470489447236181
"15-Apr-2018 02:44:45";1952;23.6515066666667;1.65851555555556;14.4022746525203;0.0349461553588987
"15-Apr-2018 20:00:31";1952;17.6807755689608;0.235514395393474;1.21916291916612;0.00278206362668265
